trip_distance,fare_amount,tip_amount,extra,tolls_amount,total_amount,airport_fee,improvement_surcharge,congestion_surcharge,mta_tax
1.09,6.5,0.0,1.0,0.0,10.8,"",0.3,2.5,0.5
1.85,8.5,2.2,1.0,0.0,15.0,"",0.3,2.5,0.5
2.06,9.0,2.66,1.0,0.0,15.96,"",0.3,2.5,0.5
0.91,7.0,2.26,1.0,0.0,13.56,"",0.3,2.5,0.5
3.0,13.5,2.0,3.5,0.0,19.8,"",0.3,2.5,0.5
2.4,9.0,2.65,3.5,0.0,15.95,"",0.3,2.5,0.5
0.6,4.5,1.75,3.5,0.0,10.55,"",0.3,2.5,0.5
1.5,8.0,2.0,3.5,0.0,14.3,"",0.3,2.5,0.5
3.34,13.0,1.0,1.0,0.0,18.3,"",0.3,2.5,0.5
0.94,5.5,1.96,1.0,0.0,11.76,"",0.3,2.5,0.5
1.32,6.0,2.06,1.0,0.0,12.36,"",0.3,2.5,0.5
0.89,5.5,2.0,1.0,0.0,11.8,"",0.3,2.5,0.5
0.6,4.0,1.66,1.0,0.0,9.96,"",0.3,2.5,0.5
2.02,9.0,2.66,1.0,0.0,15.96,"",0.3,2.5,0.5
0.71,4.5,0.0,1.0,0.0,8.8,"",0.3,2.5,0.5
1.24,7.0,2.83,1.0,0.0,14.13,"",0.3,2.5,0.5
1.19,5.5,0.0,1.0,0.0,9.8,"",0.3,2.5,0.5
6.4,23.0,0.0,1.0,0.0,27.3,"",0.3,2.5,0.5
0.9,6.0,0.0,3.5,0.0,10.3,"",0.3,2.5,0.5
2.5,10.0,2.86,3.5,0.0,17.16,"",0.3,2.5,0.5
1.6,7.5,2.35,3.5,0.0,14.15,"",0.3,2.5,0.5
0.99,5.5,1.96,1.0,0.0,11.76,"",0.3,2.5,0.5
0.79,5.5,0.0,1.0,0.0,9.8,"",0.3,2.5,0.5
4.24,14.5,0.0,1.0,0.0,18.8,"",0.3,2.5,0.5
2.88,11.5,3.16,1.0,0.0,18.96,"",0.3,2.5,0.5
0.97,5.5,1.47,1.0,0.0,11.27,"",0.3,2.5,0.5
2.63,11.0,2.2,1.0,0.0,17.5,"",0.3,2.5,0.5
0.9,7.0,0.0,3.5,0.0,11.3,"",0.3,2.5,0.5
2.9,12.5,3.35,3.5,0.0,20.15,"",0.3,2.5,0.5
0.76,4.5,1.76,1.0,0.0,10.56,"",0.3,2.5,0.5
2.17,10.5,1.8,1.0,0.0,16.6,"",0.3,2.5,0.5
1.24,6.0,2.06,1.0,0.0,12.36,"",0.3,2.5,0.5
2.04,9.0,2.66,1.0,0.0,15.96,"",0.3,2.5,0.5
0.9,6.5,2.16,1.0,0.0,12.96,"",0.3,2.5,0.5
1.18,6.5,2.16,1.0,0.0,12.96,"",0.3,2.5,0.5
0.49,4.5,0.0,1.0,0.0,8.8,"",0.3,2.5,0.5
0.88,5.0,1.86,1.0,0.0,11.16,"",0.3,2.5,0.5
2.84,14.0,1.5,1.0,0.0,19.8,"",0.3,2.5,0.5
4.07,16.5,4.16,1.0,0.0,24.96,"",0.3,2.5,0.5
1.73,8.0,2.46,1.0,0.0,14.76,"",0.3,2.5,0.5
1.8,8.5,2.0,3.5,0.0,14.8,"",0.3,2.5,0.5
1.9,8.5,2.55,3.5,0.0,15.35,"",0.3,2.5,0.5
2.3,9.5,2.0,3.5,0.0,15.8,"",0.3,2.5,0.5
0.3,3.0,0.0,3.5,0.0,7.3,"",0.3,2.5,0.5
3.6,16.5,4.15,3.5,0.0,24.95,"",0.3,2.5,0.5
1.57,8.5,5.0,1.0,0.0,17.8,"",0.3,2.5,0.5
1.45,8.0,0.0,1.0,0.0,12.3,"",0.3,2.5,0.5
1.54,8.0,2.46,1.0,0.0,14.76,"",0.3,2.5,0.5
2.63,12.5,3.36,1.0,0.0,20.16,"",0.3,2.5,0.5
2.0,9.0,1.0,1.0,0.0,14.3,"",0.3,2.5,0.5
1.6,12.5,0.0,3.5,0.0,16.8,"",0.3,2.5,0.5
2.0,9.0,1.0,3.5,0.0,14.3,"",0.3,2.5,0.5
2.0,9.0,2.65,3.5,0.0,15.95,"",0.3,2.5,0.5
1.4,9.0,0.0,3.5,0.0,13.3,"",0.3,2.5,0.5
1.4,8.0,1.0,3.5,0.0,13.3,"",0.3,2.5,0.5
0.7,4.5,0.0,3.5,0.0,8.8,"",0.3,2.5,0.5
2.7,12.0,3.25,3.5,0.0,19.55,"",0.3,2.5,0.5
1.9,9.0,1.0,3.5,0.0,14.3,"",0.3,2.5,0.5
1.0,6.5,1.5,1.0,0.0,12.3,"",0.3,2.5,0.5
1.38,7.5,2.36,1.0,0.0,14.16,"",0.3,2.5,0.5
2.57,11.0,3.06,1.0,0.0,18.36,"",0.3,2.5,0.5
0.69,4.5,1.58,1.0,0.0,10.38,"",0.3,2.5,0.5
