trip_distance,fare_amount,tip_amount,extra,tolls_amount,total_amount,airport_fee,improvement_surcharge,congestion_surcharge,mta_tax
0.2,3.5,0.0,2.5,0.0,6.8,"",0.3,2.5,0.5
6.1,22.0,6.3,2.5,0.0,31.6,"",0.3,2.5,0.5
0.0,2.5,16.0,0.0,0.0,21.8,"",0.3,2.5,0.5
1.7,9.5,0.64,0.0,0.0,13.44,"",0.3,2.5,0.5
1.71,9.0,2.0,0.0,0.0,14.3,"",0.3,2.5,0.5
0.69,6.5,1.96,0.0,0.0,11.76,"",0.3,2.5,0.5
4.5,18.0,2.5,0.0,0.0,23.8,"",0.3,2.5,0.5
3.7,14.0,3.45,2.5,0.0,20.75,"",0.3,2.5,0.5
0.8,5.5,1.76,2.5,0.0,10.56,"",0.3,2.5,0.5
0.7,5.5,2.0,2.5,0.0,10.8,"",0.3,2.5,0.5
2.4,11.5,2.96,2.5,0.0,17.76,"",0.3,2.5,0.5
0.73,5.0,0.0,0.0,0.0,8.3,"",0.3,2.5,0.5
1.85,9.5,0.0,0.0,0.0,12.8,"",0.3,2.5,0.5
1.3,7.0,2.05,2.5,0.0,12.35,"",0.3,2.5,0.5
1.5,7.5,2.0,2.5,0.0,12.8,"",0.3,2.5,0.5
2.06,10.5,2.76,0.0,0.0,16.56,"",0.3,2.5,0.5
0.6,6.0,3.3,2.5,0.0,12.6,"",0.3,2.5,0.5
0.5,4.5,1.55,2.5,0.0,9.35,"",0.3,2.5,0.5
3.2,16.5,0.0,2.5,0.0,19.8,"",0.3,2.5,0.5
1.6,8.0,1.5,0.0,0.0,10.3,"",0.3,0.0,0.5
1.0,5.0,1.15,0.0,0.0,6.95,"",0.3,0.0,0.5
2.67,12.0,3.82,0.0,0.0,19.12,"",0.3,2.5,0.5
1.9,10.0,1.5,0.0,0.0,14.8,"",0.3,2.5,0.5
1.07,6.5,0.0,0.0,0.0,9.8,"",0.3,2.5,0.5
5.4,23.5,4.0,2.5,0.0,30.8,"",0.3,2.5,0.5
1.3,8.5,0.0,2.5,0.0,11.8,"",0.3,2.5,0.5
0.78,4.5,2.34,0.0,0.0,10.14,"",0.3,2.5,0.5
2.0,11.5,1.0,2.5,0.0,15.8,"",0.3,2.5,0.5
1.2,8.5,0.0,0.0,0.0,9.3,"",0.3,0.0,0.5
3.69,17.5,0.0,0.0,0.0,18.3,"",0.3,0.0,0.5
0.43,3.5,1.36,0.0,0.0,8.16,"",0.3,2.5,0.5
4.43,17.0,4.06,0.0,0.0,24.36,"",0.3,2.5,0.5
0.84,5.5,1.0,0.0,0.0,9.8,"",0.3,2.5,0.5
2.0,9.0,3.65,2.5,0.0,15.95,"",0.3,2.5,0.5
2.0,9.5,3.8,2.5,0.0,16.6,"",0.3,2.5,0.5
2.1,10.5,0.0,2.5,0.0,13.8,"",0.3,2.5,0.5
0.85,6.5,1.96,0.0,0.0,11.76,"",0.3,2.5,0.5
1.67,10.0,0.0,0.0,0.0,13.3,"",0.3,2.5,0.5
1.78,10.5,2.76,0.0,0.0,16.56,"",0.3,2.5,0.5
1.38,7.0,3.09,0.0,0.0,13.39,"",0.3,2.5,0.5
7.5,32.5,0.0,2.5,0.0,35.8,"",0.3,2.5,0.5
1.61,10.5,0.0,0.0,0.0,13.8,"",0.3,2.5,0.5
2.6,10.5,2.75,2.5,0.0,16.55,"",0.3,2.5,0.5
2.5,11.5,2.0,2.5,0.0,16.8,"",0.3,2.5,0.5
5.87,18.5,4.36,0.0,0.0,26.16,"",0.3,2.5,0.5
1.4,7.0,3.05,2.5,0.0,13.35,"",0.3,2.5,0.5
